iter	Logloss
0	0.4329672309
1	0.2875373427
2	0.2003628228
3	0.1455531915
4	0.1131291117
5	0.09297158203
6	0.0805287774
7	0.0726625217
8	0.06747971937
9	0.06367108629
10	0.0609745697
11	0.05909570753
12	0.05771045736
13	0.05665956624
14	0.05580613166
15	0.05522011888
16	0.05478245443
17	0.05442631463
18	0.05415956726
19	0.05397763808
20	0.05378445943
21	0.05363799472
22	0.05352620612
23	0.05341221144
24	0.05332982517
25	0.0532118554
26	0.05314168566
27	0.05308930766
28	0.05303156501
29	0.05298185323
30	0.05294073012
31	0.05288800252
32	0.05283851115
33	0.05279868232
34	0.05275751546
35	0.05271594001
36	0.05268041246
37	0.05264243469
38	0.05259378662
39	0.05257275594
40	0.05254538676
41	0.05251495226
42	0.05249374322
43	0.05246917386
44	0.05243502265
45	0.05238804118
46	0.0523687934
47	0.05233701104
48	0.05230002747
49	0.05227495117
50	0.05225807597
51	0.05223715176
52	0.05221945089
53	0.05218966437
54	0.0521671953
55	0.05214820455
56	0.05212884454
57	0.0521078047
58	0.05208589037
59	0.05206300422
60	0.05203577847
61	0.05201639099
62	0.05199326579
63	0.05197098626
64	0.05193599752
65	0.05191338535
66	0.05188322923
67	0.05186120334
68	0.05184214851
69	0.05182160034
70	0.05179325731
71	0.05177838474
72	0.0517616862
73	0.05173977288
74	0.05173320957
75	0.05170798102
76	0.05168822903
77	0.05166725159
78	0.05163659261
79	0.05161066623
80	0.05158160909
81	0.05157099609
82	0.05155402154
83	0.05154433729
84	0.05152119751
85	0.0515056661
86	0.05148750678
87	0.05146058146
88	0.05144344957
89	0.05142209269
90	0.05139929369
91	0.05138649563
92	0.05137346937
93	0.05135891893
94	0.05134906786
95	0.0513330129
96	0.05130745884
97	0.05129642436
98	0.05128435025
99	0.05126372409
100	0.05124588691
101	0.05122440219
102	0.05120517375
103	0.05117495388
104	0.05116140442
105	0.0511370853
106	0.05112866889
107	0.05111361152
108	0.05109854397
109	0.05108718058
110	0.05107563816
111	0.05106279331
112	0.05104328885
113	0.05102877163
114	0.05101915826
115	0.05101150784
116	0.05100448914
117	0.05099074605
118	0.05098101942
119	0.05095913052
120	0.05094183824
121	0.05093050944
122	0.05092064039
123	0.05090694377
124	0.0508843299
125	0.05087597215
126	0.05085803935
127	0.0508515252
128	0.05083350152
129	0.05080656026
130	0.05078553704
131	0.05077679342
132	0.05076157125
133	0.05074058499
134	0.05072453817
135	0.05071856147
136	0.05070618252
137	0.05069359606
138	0.0506728441
139	0.05066231927
140	0.05065699361
141	0.05064414639
142	0.05062607049
143	0.05060758226
144	0.050595676
145	0.05058120965
146	0.05056608242
147	0.05054893867
148	0.0505365231
149	0.05052445577
150	0.05051373969
151	0.05050473226
152	0.05049103631
153	0.05047941623
154	0.05046543613
155	0.05045276659
156	0.05044573364
157	0.05042640516
158	0.05041978149
159	0.0504054189
160	0.05039245707
161	0.05038429226
162	0.05037397597
163	0.05035313178
164	0.05034237874
165	0.05033066644
166	0.05031592882
167	0.05029445157
168	0.05027741835
169	0.05026297777
170	0.0502414839
171	0.05022020738
172	0.05021012234
173	0.05019998169
174	0.05018741659
175	0.05017686869
176	0.05015126953
177	0.05013593174
178	0.05012408617
179	0.05009960293
180	0.05008817613
181	0.0500800649
182	0.05007447238
183	0.05006398519
184	0.05005844625
185	0.05004714423
186	0.05003285522
187	0.05001721632
188	0.05000538059
189	0.04998717821
190	0.04997352261
191	0.04995932855
192	0.04995127258
193	0.04994150187
194	0.04992669067
195	0.04991462335
196	0.04990162794
197	0.0498912774
198	0.04987966749
199	0.04987196486
200	0.04986154989
201	0.04984941576
202	0.04983550245
203	0.04982500678
204	0.0498158532
205	0.04979940898
206	0.04978340963
207	0.04976207377
208	0.04974579502
209	0.0497319007
210	0.04971773783
211	0.04970379164
212	0.04969621752
213	0.04968931681
214	0.04966531033
215	0.04964494019
216	0.04962963189
217	0.04961656359
218	0.04959701165
219	0.04958032396
220	0.04957339071
221	0.04956284383
222	0.04955273946
223	0.04954711439
224	0.04953658515
225	0.04952486572
226	0.04950989414
227	0.04949188978
228	0.04947612033
229	0.04946184862
230	0.04945155301
231	0.04943420681
232	0.04942317132
233	0.04941490682
234	0.04939930725
235	0.04938463779
236	0.04937009684
237	0.0493591512
238	0.04934552104
239	0.04933448995
240	0.0493297994
241	0.04931866353
242	0.04930580377
243	0.04928979662
244	0.04927371521
245	0.04925605401
246	0.04924459025
247	0.04923153246
248	0.04922093438
249	0.04921424391
250	0.0492026357
251	0.04919095018
252	0.04918100382
253	0.04917091336
254	0.04916350606
255	0.04915644396
256	0.04914973721
257	0.04912980482
258	0.04911823154
259	0.049109198
260	0.04910208774
261	0.04908882989
262	0.04907372064
263	0.04906884189
264	0.04905224101
265	0.04903786112
266	0.04902600132
267	0.04901662733
268	0.04900569458
269	0.04898894518
270	0.04897691481
271	0.0489642022
272	0.04895189277
273	0.0489385159
274	0.04892716098
275	0.04891295742
276	0.04890001594
277	0.04888246731
278	0.04887283563
279	0.04885891181
280	0.04884223158
281	0.04883164164
282	0.04882427707
283	0.04881655816
284	0.04880249736
285	0.04879987149
286	0.04878605787
287	0.04877099643
288	0.0487617313
289	0.04875257534
290	0.04874108717
291	0.04873698324
292	0.04873341912
293	0.04872390238
294	0.04871398451
295	0.04870763143
296	0.04870002747
297	0.04869242147
298	0.04868440653
299	0.04868084785
300	0.04865674574
301	0.04863578864
302	0.04862640245
303	0.04861385973
304	0.04860267334
305	0.04859571398
306	0.0485836202
307	0.04857874281
308	0.04857148675
309	0.04855392388
310	0.04853500129
311	0.04851884189
312	0.04850695936
313	0.04849082336
314	0.04847715352
315	0.04846821086
316	0.04845411852
317	0.04844809977
318	0.04844600559
319	0.04844167447
320	0.0484402754
321	0.04843656887
322	0.04842503899
323	0.04841401537
324	0.04840177443
325	0.04839244283
326	0.04838984985
327	0.04838784722
328	0.04837893507
